   Elapsed time	    ECG	domen_1	domen_2	domen_3	domen_4	domen_5
       0:00.366	 -0.128	  0.060	  0.116	  0.052	  0.023	  0.007
       0:00.367	 -0.126	  0.056	  0.115	  0.054	  0.030	  0.015
       0:00.368	 -0.123	  0.054	  0.115	  0.056	  0.034	  0.019
       0:00.369	 -0.123	  0.056	  0.115	  0.057	  0.036	  0.022
       0:00.370	 -0.122	  0.060	  0.115	  0.057	  0.034	  0.021
       0:00.371	 -0.117	  0.064	  0.113	  0.054	  0.030	  0.018
       0:00.372	 -0.114	  0.067	  0.109	  0.050	  0.022	  0.012
       0:00.373	 -0.112	  0.070	  0.102	  0.044	  0.012	  0.003
       0:00.374	 -0.112	  0.071	  0.096	  0.036	  0.000	 -0.007
       0:00.375	 -0.116	  0.072	  0.091	  0.030	 -0.011	 -0.018
       0:00.376	 -0.112	  0.074	  0.087	  0.024	 -0.020	 -0.028
       0:00.377	 -0.108	  0.075	  0.085	  0.021	 -0.025	 -0.034
       0:00.378	 -0.106	  0.075	  0.085	  0.019	 -0.028	 -0.037
       0:00.379	 -0.110	  0.073	  0.085	  0.019	 -0.028	 -0.037
       0:00.380	 -0.114	  0.071	  0.086	  0.021	 -0.027	 -0.032
       0:00.381	 -0.113	  0.067	  0.087	  0.024	 -0.025	 -0.028
       0:00.382	 -0.111	  0.062	  0.088	  0.028	 -0.021	 -0.020
       0:00.383	 -0.114	  0.057	  0.089	  0.033	 -0.015	 -0.012
       0:00.384	 -0.119	  0.050	  0.089	  0.038	 -0.010	 -0.004
       0:00.385	 -0.124	  0.042	  0.088	  0.041	 -0.005	  0.003
       0:00.386	 -0.125	  0.033	  0.085	  0.041	 -0.002	  0.008
       0:00.387	 -0.123	  0.025	  0.080	  0.041	  0.000	  0.010
       0:00.388	 -0.121	  0.019	  0.077	  0.040	  0.000	  0.011
       0:00.389	 -0.118	  0.017	  0.074	  0.040	  0.000	  0.011
       0:00.390	 -0.116	  0.019	  0.074	  0.040	  0.000	  0.010
       0:00.391	 -0.114	  0.025	  0.074	  0.040	 -0.002	  0.008
       0:00.392	 -0.106	  0.031	  0.072	  0.040	 -0.005	  0.005
       0:00.393	 -0.098	  0.039	  0.070	  0.038	 -0.010	 -0.001
       0:00.394	 -0.100	  0.047	  0.066	  0.036	 -0.016	 -0.008
       0:00.395	 -0.108	  0.055	  0.063	  0.033	 -0.022	 -0.016
       0:00.396	 -0.105	  0.062	  0.061	  0.031	 -0.029	 -0.024
       0:00.397	 -0.100	  0.068	  0.059	  0.030	 -0.033	 -0.031
       0:00.398	 -0.102	  0.070	  0.059	  0.028	 -0.036	 -0.036
       0:00.399	 -0.105	  0.069	  0.058	  0.026	 -0.037	 -0.040
       0:00.400	 -0.100	  0.065	  0.058	  0.025	 -0.036	 -0.040
       0:00.401	 -0.089	  0.059	  0.059	  0.026	 -0.031	 -0.037
       0:00.402	 -0.086	  0.053	  0.060	  0.029	 -0.024	 -0.031
       0:00.403	 -0.085	  0.048	  0.064	  0.032	 -0.016	 -0.021
       0:00.404	 -0.079	  0.042	  0.070	  0.038	 -0.005	 -0.010
       0:00.405	 -0.075	  0.038	  0.072	  0.044	  0.006	  0.004
       0:00.406	 -0.079	  0.033	  0.076	  0.049	  0.016	  0.016
       0:00.407	 -0.080	  0.029	  0.078	  0.053	  0.022	  0.024
       0:00.408	 -0.073	  0.028	  0.078	  0.055	  0.026	  0.028
       0:00.409	 -0.071	  0.028	  0.076	  0.054	  0.027	  0.029
       0:00.410	 -0.072	  0.029	  0.075	  0.052	  0.026	  0.027
       0:00.411	 -0.071	  0.033	  0.072	  0.048	  0.022	  0.022
       0:00.412	 -0.074	  0.039	  0.069	  0.041	  0.017	  0.014
       0:00.413	 -0.077	  0.044	  0.064	  0.035	  0.010	  0.005
       0:00.414	 -0.077	  0.049	  0.059	  0.026	  0.001	 -0.006
       0:00.415	 -0.076	  0.055	  0.056	  0.018	 -0.009	 -0.016
       0:00.416	 -0.075	  0.060	  0.053	  0.012	 -0.017	 -0.023
       0:00.417	 -0.072	  0.064	  0.052	  0.007	 -0.022	 -0.029
       0:00.418	 -0.073	  0.065	  0.052	  0.004	 -0.026	 -0.032
       0:00.419	 -0.075	  0.064	  0.052	  0.003	 -0.027	 -0.033
       0:00.420	 -0.075	  0.058	  0.052	  0.004	 -0.025	 -0.032
       0:00.421	 -0.077	  0.052	  0.053	  0.006	 -0.022	 -0.029
       0:00.422	 -0.080	  0.046	  0.055	  0.009	 -0.017	 -0.023
       0:00.423	 -0.086	  0.038	  0.057	  0.014	 -0.009	 -0.014
       0:00.424	 -0.086	  0.031	  0.060	  0.019	 -0.001	 -0.003
       0:00.425	 -0.084	  0.023	  0.061	  0.023	  0.007	  0.007
       0:00.426	 -0.082	  0.017	  0.061	  0.027	  0.014	  0.017
       0:00.427	 -0.083	  0.011	  0.059	  0.029	  0.021	  0.023
       0:00.428	 -0.085	  0.009	  0.056	  0.029	  0.025	  0.026
       0:00.429	 -0.092	  0.009	  0.053	  0.028	  0.026	  0.028
       0:00.430	 -0.094	  0.012	  0.051	  0.028	  0.026	  0.024
       0:00.431	 -0.095	  0.018	  0.048	  0.025	  0.024	  0.018
       0:00.432	 -0.092	  0.022	  0.045	  0.021	  0.018	  0.010
       0:00.433	 -0.092	  0.030	  0.042	  0.017	  0.011	  0.001
       0:00.434	 -0.095	  0.036	  0.040	  0.012	  0.004	 -0.009
       0:00.435	 -0.092	  0.042	  0.038	  0.007	 -0.003	 -0.017
       0:00.436	 -0.087	  0.049	  0.038	  0.003	 -0.009	 -0.023
       0:00.437	 -0.083	  0.052	  0.040	  0.001	 -0.012	 -0.027
       0:00.438	 -0.086	  0.054	  0.041	 -0.001	 -0.013	 -0.030
       0:00.439	 -0.088	  0.051	  0.042	 -0.002	 -0.012	 -0.031
       0:00.440	 -0.088	  0.048	  0.042	 -0.002	 -0.011	 -0.029
       0:00.441	 -0.091	  0.042	  0.042	  0.000	 -0.008	 -0.026
       0:00.442	 -0.091	  0.036	  0.044	  0.002	 -0.004	 -0.021
       0:00.443	 -0.091	  0.029	  0.044	  0.006	  0.002	 -0.014
       0:00.444	 -0.096	  0.022	  0.044	  0.010	  0.008	 -0.006
       0:00.445	 -0.095	  0.016	  0.043	  0.013	  0.014	  0.002
       0:00.446	 -0.091	  0.009	  0.042	  0.015	  0.018	  0.009
       0:00.447	 -0.089	  0.005	  0.040	  0.016	  0.021	  0.014
       0:00.448	 -0.092	  0.002	  0.039	  0.016	  0.022	  0.017
       0:00.449	 -0.097	  0.005	  0.040	  0.017	  0.021	  0.018
       0:00.450	 -0.096	  0.009	  0.040	  0.016	  0.021	  0.018
       0:00.451	 -0.096	  0.015	  0.041	  0.012	  0.019	  0.015
       0:00.452	 -0.101	  0.021	  0.039	  0.007	  0.014	  0.008
       0:00.453	 -0.102	  0.026	  0.036	  0.001	  0.008	 -0.001
       0:00.454	 -0.097	  0.030	  0.034	 -0.005	  0.001	 -0.011
       0:00.455	 -0.095	  0.035	  0.032	 -0.011	 -0.006	 -0.021
       0:00.456	 -0.098	  0.039	  0.032	 -0.014	 -0.009	 -0.030
       0:00.457	 -0.102	  0.044	  0.034	 -0.015	 -0.011	 -0.035
       0:00.458	 -0.101	  0.046	  0.038	 -0.015	 -0.009	 -0.037
       0:00.459	 -0.098	  0.046	  0.041	 -0.012	 -0.006	 -0.037
       0:00.460	 -0.091	  0.042	  0.042	 -0.010	 -0.002	 -0.036
       0:00.461	 -0.087	  0.036	  0.043	 -0.007	  0.003	 -0.031
       0:00.462	 -0.086	  0.029	  0.045	 -0.002	  0.010	 -0.024
       0:00.463	 -0.086	  0.022	  0.046	  0.003	  0.018	 -0.015
       0:00.464	 -0.086	  0.016	  0.049	  0.009	  0.027	 -0.003
       0:00.465	 -0.086	  0.009	  0.050	  0.013	  0.034	  0.007
       0:00.466	 -0.091	  0.003	  0.051	  0.016	  0.041	  0.016
       0:00.467	 -0.093	 -0.001	  0.051	  0.017	  0.044	  0.021
       0:00.468	 -0.093	 -0.005	  0.051	  0.016	  0.046	  0.022
       0:00.469	 -0.090	 -0.004	  0.049	  0.013	  0.044	  0.021
       0:00.470	 -0.087	 -0.001	  0.049	  0.009	  0.042	  0.017
       0:00.471	 -0.085	  0.004	  0.048	  0.004	  0.038	  0.011
       0:00.472	 -0.086	  0.009	  0.048	  0.000	  0.033	  0.004
       0:00.473	 -0.087	  0.016	  0.046	 -0.005	  0.027	 -0.005
       0:00.474	 -0.086	  0.022	  0.044	 -0.009	  0.021	 -0.013
       0:00.475	 -0.087	  0.027	  0.042	 -0.012	  0.015	 -0.021
       0:00.476	 -0.087	  0.032	  0.042	 -0.014	  0.011	 -0.028
       0:00.477	 -0.087	  0.036	  0.042	 -0.015	  0.008	 -0.032
       0:00.478	 -0.087	  0.037	  0.042	 -0.014	  0.006	 -0.035
       0:00.479	 -0.087	  0.035	  0.041	 -0.014	  0.005	 -0.035
       0:00.480	 -0.091	  0.029	  0.040	 -0.013	  0.005	 -0.035
       0:00.481	 -0.090	  0.022	  0.040	 -0.012	  0.006	 -0.031
       0:00.482	 -0.085	  0.015	  0.040	 -0.010	  0.009	 -0.027
       0:00.483	 -0.083	  0.009	  0.041	 -0.006	  0.015	 -0.019
       0:00.484	 -0.083	  0.004	  0.043	 -0.002	  0.023	 -0.010
       0:00.485	 -0.078	 -0.001	  0.045	  0.003	  0.032	  0.001
       0:00.486	 -0.070	 -0.005	  0.047	  0.007	  0.039	  0.011
       0:00.487	 -0.069	 -0.008	  0.048	  0.010	  0.044	  0.019
       0:00.488	 -0.072	 -0.008	  0.049	  0.011	  0.046	  0.024
       0:00.489	 -0.073	 -0.006	  0.049	  0.011	  0.047	  0.026
       0:00.490	 -0.069	  0.000	  0.050	  0.011	  0.043	  0.026
       0:00.491	 -0.062	  0.008	  0.049	  0.010	  0.039	  0.023
       0:00.492	 -0.057	  0.014	  0.049	  0.007	  0.031	  0.018
       0:00.493	 -0.052	  0.021	  0.047	  0.004	  0.024	  0.010
       0:00.494	 -0.051	  0.028	  0.046	  0.000	  0.018	  0.001
       0:00.495	 -0.050	  0.035	  0.045	 -0.003	  0.012	 -0.006
       0:00.496	 -0.046	  0.041	  0.046	 -0.004	  0.009	 -0.012
       0:00.497	 -0.046	  0.048	  0.048	 -0.005	  0.008	 -0.016
       0:00.498	 -0.048	  0.051	  0.051	 -0.004	  0.007	 -0.017
       0:00.499	 -0.049	  0.052	  0.053	 -0.002	  0.008	 -0.016
       0:00.500	 -0.055	  0.050	  0.054	 -0.001	  0.011	 -0.015
       0:00.501	 -0.060	  0.046	  0.054	  0.000	  0.014	 -0.010
       0:00.502	 -0.060	  0.039	  0.056	  0.001	  0.018	 -0.003
       0:00.503	 -0.061	  0.033	  0.057	  0.002	  0.024	  0.005
       0:00.504	 -0.064	  0.027	  0.059	  0.004	  0.030	  0.014
       0:00.505	 -0.063	  0.019	  0.060	  0.007	  0.036	  0.023
       0:00.506	 -0.062	  0.013	  0.060	  0.009	  0.042	  0.031
       0:00.507	 -0.062	  0.007	  0.060	  0.011	  0.045	  0.036
       0:00.508	 -0.060	  0.004	  0.059	  0.012	  0.047	  0.038
       0:00.509	 -0.061	  0.005	  0.059	  0.013	  0.046	  0.039
       0:00.510	 -0.064	  0.008	  0.059	  0.013	  0.044	  0.037
       0:00.511	 -0.069	  0.015	  0.060	  0.014	  0.041	  0.032
       0:00.512	 -0.073	  0.021	  0.059	  0.012	  0.035	  0.028
       0:00.513	 -0.073	  0.028	  0.057	  0.011	  0.027	  0.019
       0:00.514	 -0.074	  0.033	  0.056	  0.009	  0.020	  0.010
       0:00.515	 -0.075	  0.039	  0.053	  0.005	  0.011	 -0.001
       0:00.516	 -0.077	  0.044	  0.051	  0.002	  0.002	 -0.009
       0:00.517	 -0.076	  0.047	  0.049	  0.001	 -0.004	 -0.015
       0:00.518	 -0.073	  0.048	  0.049	 -0.001	 -0.008	 -0.018
       0:00.519	 -0.071	  0.048	  0.049	 -0.002	 -0.011	 -0.018
       0:00.520	 -0.071	  0.043	  0.049	 -0.003	 -0.012	 -0.016
       0:00.521	 -0.067	  0.036	  0.048	 -0.004	 -0.011	 -0.012
       0:00.522	 -0.065	  0.031	  0.048	 -0.002	 -0.009	 -0.007
       0:00.523	 -0.065	  0.022	  0.047	  0.000	 -0.004	 -0.001
       0:00.524	 -0.062	  0.016	  0.047	  0.003	  0.002	  0.007
       0:00.525	 -0.061	  0.008	  0.045	  0.006	  0.008	  0.014
       0:00.526	 -0.062	  0.001	  0.043	  0.008	  0.012	  0.019
       0:00.527	 -0.061	 -0.006	  0.040	  0.008	  0.014	  0.023
       0:00.528	 -0.056	 -0.009	  0.036	  0.006	  0.012	  0.023
       0:00.529	 -0.051	 -0.009	  0.034	  0.003	  0.010	  0.021
       0:00.530	 -0.045	 -0.005	  0.031	  0.001	  0.006	  0.018
       0:00.531	 -0.041	  0.002	  0.031	 -0.001	  0.002	  0.013
       0:00.532	 -0.042	  0.010	  0.031	 -0.003	 -0.004	  0.006
       0:00.533	 -0.045	  0.019	  0.031	 -0.006	 -0.010	 -0.002
       0:00.534	 -0.045	  0.026	  0.031	 -0.009	 -0.018	 -0.012
       0:00.535	 -0.045	  0.033	  0.032	 -0.012	 -0.025	 -0.023
       0:00.536	 -0.043	  0.039	  0.032	 -0.016	 -0.031	 -0.031
       0:00.537	 -0.041	  0.045	  0.034	 -0.017	 -0.034	 -0.035
       0:00.538	 -0.042	  0.046	  0.036	 -0.017	 -0.035	 -0.037
       0:00.539	 -0.046	  0.045	  0.037	 -0.016	 -0.034	 -0.037
       0:00.540	 -0.045	  0.041	  0.038	 -0.012	 -0.031	 -0.034
       0:00.541	 -0.035	  0.035	  0.040	 -0.009	 -0.026	 -0.030
       0:00.542	 -0.030	  0.029	  0.041	 -0.006	 -0.021	 -0.024
       0:00.543	 -0.036	  0.022	  0.042	 -0.001	 -0.014	 -0.016
       0:00.544	 -0.037	  0.015	  0.044	  0.004	 -0.007	 -0.007
       0:00.545	 -0.034	  0.008	  0.046	  0.008	 -0.001	  0.002
       0:00.546	 -0.031	  0.000	  0.045	  0.010	  0.004	  0.010
       0:00.547	 -0.027	 -0.008	  0.042	  0.009	  0.007	  0.016
       0:00.548	 -0.027	 -0.012	  0.040	  0.007	  0.008	  0.019
       0:00.549	 -0.031	 -0.014	  0.038	  0.006	  0.008	  0.021
       0:00.550	 -0.029	 -0.011	  0.038	  0.004	  0.008	  0.022
       0:00.551	 -0.022	 -0.005	  0.037	  0.001	  0.006	  0.018
       0:00.552	 -0.021	  0.005	  0.036	 -0.002	  0.003	  0.012
       0:00.553	 -0.024	  0.013	  0.035	 -0.006	 -0.002	  0.003
       0:00.554	 -0.022	  0.023	  0.034	 -0.009	 -0.008	 -0.007
       0:00.555	 -0.020	  0.032	  0.034	 -0.012	 -0.012	 -0.017
       0:00.556	 -0.018	  0.042	  0.036	 -0.014	 -0.016	 -0.026
       0:00.557	 -0.014	  0.048	  0.039	 -0.014	 -0.020	 -0.033
       0:00.558	 -0.011	  0.052	  0.042	 -0.014	 -0.021	 -0.037
       0:00.559	 -0.008	  0.051	  0.044	 -0.012	 -0.021	 -0.039
       0:00.560	 -0.005	  0.048	  0.045	 -0.011	 -0.020	 -0.037
       0:00.561	 -0.004	  0.042	  0.046	 -0.009	 -0.016	 -0.033
       0:00.562	 -0.003	  0.036	  0.047	 -0.006	 -0.012	 -0.026
       0:00.563	 -0.005	  0.031	  0.048	 -0.002	 -0.005	 -0.018
       0:00.564	 -0.008	  0.025	  0.046	  0.002	  0.002	 -0.007
       0:00.565	 -0.008	  0.018	  0.045	  0.005	  0.008	  0.003
       0:00.566	 -0.008	  0.011	  0.042	  0.007	  0.012	  0.010
       0:00.567	 -0.010	  0.004	  0.039	  0.007	  0.014	  0.012
       0:00.568	 -0.013	  0.000	  0.035	  0.006	  0.014	  0.012
       0:00.569	 -0.016	 -0.001	  0.031	  0.005	  0.015	  0.011
       0:00.570	 -0.018	  0.002	  0.029	  0.002	  0.013	  0.005
       0:00.571	 -0.020	  0.006	  0.027	  0.001	  0.011	 -0.001
       0:00.572	 -0.015	  0.010	  0.025	 -0.002	  0.007	 -0.010
       0:00.573	 -0.006	  0.015	  0.024	 -0.006	  0.002	 -0.018
       0:00.574	 -0.002	  0.018	  0.024	 -0.008	 -0.003	 -0.024
       0:00.575	 -0.006	  0.025	  0.025	 -0.010	 -0.008	 -0.029
       0:00.576	 -0.007	  0.031	  0.026	 -0.010	 -0.011	 -0.032
       0:00.577	 -0.004	  0.038	  0.029	 -0.009	 -0.012	 -0.033
       0:00.578	 -0.004	  0.043	  0.034	 -0.007	 -0.011	 -0.032
       0:00.579	 -0.008	  0.046	  0.038	 -0.004	 -0.008	 -0.030
       0:00.580	 -0.012	  0.045	  0.042	 -0.001	 -0.005	 -0.026
       0:00.581	 -0.013	  0.042	  0.045	  0.003	  0.002	 -0.021
       0:00.582	 -0.014	  0.040	  0.048	  0.009	  0.010	 -0.015
       0:00.583	 -0.016	  0.036	  0.051	  0.016	  0.020	 -0.006
       0:00.584	 -0.011	  0.032	  0.053	  0.022	  0.030	  0.002
       0:00.585	 -0.005	  0.026	  0.054	  0.028	  0.037	  0.011
       0:00.586	 -0.008	  0.020	  0.053	  0.032	  0.044	  0.018
       0:00.587	 -0.011	  0.014	  0.053	  0.034	  0.048	  0.023
       0:00.588	 -0.007	  0.011	  0.053	  0.035	  0.050	  0.026
       0:00.589	 -0.002	  0.012	  0.051	  0.035	  0.050	  0.028
       0:00.590	  0.001	  0.015	  0.051	  0.035	  0.047	  0.028
       0:00.591	  0.000	  0.021	  0.051	  0.034	  0.043	  0.024
       0:00.592	 -0.003	  0.026	  0.050	  0.031	  0.037	  0.019
       0:00.593	  0.000	  0.032	  0.048	  0.028	  0.030	  0.011
       0:00.594	  0.002	  0.038	  0.046	  0.022	  0.022	  0.001
       0:00.595	  0.002	  0.045	  0.046	  0.017	  0.014	 -0.010
       0:00.596	  0.001	  0.051	  0.045	  0.015	  0.008	 -0.019
       0:00.597	  0.002	  0.057	  0.046	  0.013	  0.004	 -0.025
       0:00.598	  0.005	  0.061	  0.048	  0.012	  0.001	 -0.028
       0:00.599	  0.008	  0.062	  0.048	  0.011	  0.001	 -0.029
       0:00.600	  0.012	  0.058	  0.048	  0.011	  0.002	 -0.027
       0:00.601	  0.016	  0.051	  0.049	  0.010	  0.006	 -0.023
       0:00.602	  0.017	  0.044	  0.049	  0.012	  0.012	 -0.018
       0:00.603	  0.018	  0.036	  0.050	  0.016	  0.020	 -0.010
       0:00.604	  0.018	  0.029	  0.052	  0.021	  0.027	 -0.001
       0:00.605	  0.018	  0.022	  0.053	  0.026	  0.035	  0.007
       0:00.606	  0.018	  0.016	  0.052	  0.029	  0.041	  0.015
       0:00.607	  0.017	  0.012	  0.051	  0.032	  0.044	  0.021
       0:00.608	  0.020	  0.010	  0.050	  0.035	  0.045	  0.024
       0:00.609	  0.020	  0.012	  0.049	  0.035	  0.043	  0.026
       0:00.610	  0.020	  0.016	  0.049	  0.036	  0.040	  0.026
       0:00.611	  0.021	  0.022	  0.049	  0.034	  0.036	  0.022
       0:00.612	  0.017	  0.028	  0.048	  0.029	  0.027	  0.016
       0:00.613	  0.016	  0.035	  0.046	  0.022	  0.018	  0.007
       0:00.614	  0.018	  0.040	  0.043	  0.016	  0.009	 -0.002
       0:00.615	  0.016	  0.046	  0.042	  0.009	  0.001	 -0.012
       0:00.616	  0.012	  0.051	  0.040	  0.004	 -0.006	 -0.019
       0:00.617	  0.013	  0.054	  0.041	  0.001	 -0.010	 -0.023
       0:00.618	  0.013	  0.056	  0.041	  0.000	 -0.011	 -0.023
       0:00.619	  0.010	  0.055	  0.041	 -0.001	 -0.008	 -0.021
       0:00.620	  0.002	  0.052	  0.042	  0.000	 -0.006	 -0.016
       0:00.621	 -0.003	  0.048	  0.042	  0.001	 -0.001	 -0.010
       0:00.622	 -0.002	  0.042	  0.044	  0.003	  0.005	 -0.001
       0:00.623	  0.001	  0.039	  0.046	  0.006	  0.011	  0.009
       0:00.624	  0.002	  0.035	  0.049	  0.009	  0.017	  0.019
       0:00.625	  0.001	  0.029	  0.050	  0.010	  0.023	  0.028
       0:00.626	  0.001	  0.024	  0.050	  0.011	  0.027	  0.036
       0:00.627	  0.001	  0.021	  0.048	  0.012	  0.029	  0.041
       0:00.628	  0.004	  0.019	  0.046	  0.011	  0.029	  0.044
       0:00.629	  0.001	  0.019	  0.043	  0.011	  0.028	  0.043
       0:00.630	 -0.004	  0.023	  0.040	  0.010	  0.026	  0.040
       0:00.631	 -0.007	  0.029	  0.039	  0.007	  0.022	  0.035
       0:00.632	 -0.009	  0.035	  0.036	  0.004	  0.018	  0.026
       0:00.633	 -0.006	  0.039	  0.035	  0.001	  0.012	  0.016
       0:00.634	 -0.006	  0.045	  0.033	 -0.002	  0.006	  0.005
       0:00.635	 -0.011	  0.049	  0.032	 -0.006	  0.001	 -0.006
       0:00.636	 -0.008	  0.054	  0.033	 -0.007	 -0.005	 -0.015
       0:00.637	 -0.002	  0.058	  0.034	 -0.007	 -0.007	 -0.022
       0:00.638	 -0.006	  0.058	  0.034	 -0.007	 -0.008	 -0.026
       0:00.639	 -0.013	  0.056	  0.034	 -0.007	 -0.008	 -0.027
       0:00.640	 -0.014	  0.051	  0.033	 -0.007	 -0.007	 -0.026
       0:00.641	 -0.010	  0.045	  0.032	 -0.006	 -0.005	 -0.023
       0:00.642	 -0.010	  0.041	  0.033	 -0.002	 -0.001	 -0.016
       0:00.643	 -0.014	  0.036	  0.034	  0.002	  0.005	 -0.007
       0:00.644	 -0.017	  0.031	  0.036	  0.007	  0.011	  0.003
       0:00.645	 -0.016	  0.026	  0.038	  0.011	  0.016	  0.012
       0:00.646	 -0.017	  0.020	  0.036	  0.014	  0.020	  0.019
       0:00.647	 -0.021	  0.014	  0.033	  0.014	  0.022	  0.023
       0:00.648	 -0.023	  0.009	  0.028	  0.012	  0.021	  0.024
       0:00.649	 -0.029	  0.006	  0.023	  0.011	  0.020	  0.022
       0:00.650	 -0.035	  0.008	  0.018	  0.008	  0.017	  0.018
       0:00.651	 -0.035	  0.011	  0.015	  0.005	  0.013	  0.012
       0:00.652	 -0.037	  0.016	  0.012	  0.002	  0.009	  0.005
       0:00.653	 -0.042	  0.022	  0.011	  0.000	  0.004	 -0.002
       0:00.654	 -0.048	  0.030	  0.011	 -0.002	 -0.001	 -0.010
       0:00.655	 -0.049	  0.038	  0.013	 -0.004	 -0.004	 -0.016
       0:00.656	 -0.045	  0.046	  0.016	 -0.004	 -0.006	 -0.020
       0:00.657	 -0.039	  0.052	  0.020	 -0.003	 -0.005	 -0.022
       0:00.658	 -0.039	  0.058	  0.024	 -0.002	 -0.002	 -0.021
       0:00.659	 -0.041	  0.059	  0.027	  0.000	  0.000	 -0.018
       0:00.660	 -0.044	  0.058	  0.029	  0.002	  0.004	 -0.015
       0:00.661	 -0.040	  0.054	  0.029	  0.004	  0.008	 -0.010
       0:00.662	 -0.037	  0.048	  0.029	  0.007	  0.013	 -0.005
       0:00.663	 -0.038	  0.042	  0.029	  0.011	  0.020	  0.002
       0:00.664	 -0.037	  0.035	  0.029	  0.016	  0.026	  0.010
       0:00.665	 -0.033	  0.029	  0.030	  0.020	  0.033	  0.018
       0:00.666	 -0.031	  0.024	  0.030	  0.022	  0.038	  0.024
       0:00.667	 -0.028	  0.019	  0.029	  0.022	  0.040	  0.029
       0:00.668	 -0.023	  0.016	  0.027	  0.019	  0.040	  0.031
       0:00.669	 -0.021	  0.016	  0.026	  0.016	  0.038	  0.029
       0:00.670	 -0.020	  0.019	  0.026	  0.013	  0.036	  0.027
       0:00.671	 -0.020	  0.025	  0.026	  0.009	  0.033	  0.023
       0:00.672	 -0.019	  0.031	  0.025	  0.005	  0.026	  0.015
       0:00.673	 -0.016	  0.037	  0.023	  0.001	  0.020	  0.007
       0:00.674	 -0.018	  0.042	  0.021	 -0.003	  0.014	 -0.002
       0:00.675	 -0.025	  0.049	  0.021	 -0.006	  0.008	 -0.011
       0:00.676	 -0.033	  0.056	  0.022	 -0.006	  0.002	 -0.019
       0:00.677	 -0.037	  0.062	  0.025	 -0.004	  0.000	 -0.023
       0:00.678	 -0.040	  0.066	  0.027	 -0.001	 -0.001	 -0.024
       0:00.679	 -0.046	  0.068	  0.031	  0.002	  0.001	 -0.024
       0:00.680	 -0.052	  0.067	  0.033	  0.006	  0.002	 -0.021
       0:00.681	 -0.057	  0.065	  0.034	  0.008	  0.004	 -0.017
       0:00.682	 -0.062	  0.059	  0.035	  0.011	  0.008	 -0.012
       0:00.683	 -0.066	  0.054	  0.036	  0.015	  0.012	 -0.007
       0:00.684	 -0.067	  0.049	  0.036	  0.017	  0.017	 -0.002
       0:00.685	 -0.066	  0.041	  0.034	  0.019	  0.021	  0.002
       0:00.686	 -0.064	  0.032	  0.031	  0.019	  0.024	  0.006
       0:00.687	 -0.054	  0.025	  0.027	  0.017	  0.026	  0.007
       0:00.688	 -0.033	  0.016	  0.023	  0.014	  0.024	  0.006
       0:00.689	 -0.010	  0.009	  0.016	  0.009	  0.021	  0.005
       0:00.690	  0.012	  0.004	  0.010	  0.004	  0.016	  0.001
